"Old_Name","New_Name","Date_Time",,,
"2023-03-11 19_04_17-Meet - jum-ugrn-iqg - Copy.png","2023-03-11-19_04_17-Meet-jum-ugrn-iqg.png","2023-03-11-19","- image: 2023-03-11-19_04_17-Meet-jum-ugrn-iqg.png",427,"- image: 2023-03-11-19_04_17-Meet-jum-ugrn-iqg.png"
"2023-03-12 14_18_18-LiveSession - upGrad - Copy.png","2023-03-12-14_18_18-LiveSession-upGrad.png","2023-03-12-14","- image: 2023-03-12-14_18_18-LiveSession-upGrad.png",428,"- image: 2023-03-12-14_18_18-LiveSession-upGrad.png"
"2023-03-12 16_37_21-LiveSession - upGrad - Copy.png","2023-03-12-16_37_21-LiveSession-upGrad.png","2023-03-12-16","- image: 2023-03-12-16_37_21-LiveSession-upGrad.png",429,"- image: 2023-03-12-16_37_21-LiveSession-upGrad.png"
"2023-03-12 19_03_48-LiveSession - upGrad - Copy.png","2023-03-12-19_03_48-LiveSession-upGrad.png","2023-03-12-19","- image: 2023-03-12-19_03_48-LiveSession-upGrad.png",430,"- image: 2023-03-12-19_03_48-LiveSession-upGrad.png"
"2023-03-18 17_01_33-LiveSession - upGrad - Copy.png","2023-03-18-17_01_33-LiveSession-upGrad.png","2023-03-18-17","- image: 2023-03-18-17_01_33-LiveSession-upGrad.png",431,"- image: 2023-03-18-17_01_33-LiveSession-upGrad.png"
"2023-03-18 19_23_52-LiveSession - upGrad - Copy.png","2023-03-18-19_23_52-LiveSession-upGrad.png","2023-03-18-19","- image: 2023-03-18-19_23_52-LiveSession-upGrad.png",432,"- image: 2023-03-18-19_23_52-LiveSession-upGrad.png"
"2023-03-19 11_42_40-LiveSession - upGrad - Copy.png","2023-03-19-11_42_40-LiveSession-upGrad.png","2023-03-19-11","- image: 2023-03-19-11_42_40-LiveSession-upGrad.png",433,"- image: 2023-03-19-11_42_40-LiveSession-upGrad.png"
"2023-03-19 15_48_21-LiveSession - upGrad - Copy.png","2023-03-19-15_48_21-LiveSession-upGrad.png","2023-03-19-15","- image: 2023-03-19-15_48_21-LiveSession-upGrad.png",434,"- image: 2023-03-19-15_48_21-LiveSession-upGrad.png"
"2023-03-19 19_21_48-LiveSession - upGrad - Copy.png","2023-03-19-19_21_48-LiveSession-upGrad.png","2023-03-19-19","- image: 2023-03-19-19_21_48-LiveSession-upGrad.png",435,"- images: - image: 2023-03-19-19_21_48-LiveSession-upGrad.png"
"2023-03-25 11_37_37-LiveSession - upGrad - Copy.png","2023-03-25-11_37_37-LiveSession-upGrad.png","2023-03-25-11","- image: 2023-03-25-11_37_37-LiveSession-upGrad.png",436,"- image: 2023-03-25-11_37_37-LiveSession-upGrad.png"
"2023-03-25 16_44_31-LiveSession - upGrad - Copy.png","2023-03-25-16_44_31-LiveSession-upGrad.png","2023-03-25-16","- image: 2023-03-25-16_44_31-LiveSession-upGrad.png",437,"- image: 2023-03-25-16_44_31-LiveSession-upGrad.png"
"2023-03-26 11_31_44-Meet - ouy-esgx-pnt - Copy.png","2023-03-26-11_31_44-Meet-ouy-esgx-pnt.png","2023-03-26-11","- image: 2023-03-26-11_31_44-Meet-ouy-esgx-pnt.png",438,"- image: 2023-03-26-11_31_44-Meet-ouy-esgx-pnt.png"
"2023-03-26 14_06_00-LiveSession - upGrad - Copy.png","2023-03-26-14_06_00-LiveSession-upGrad.png","2023-03-26-14","- image: 2023-03-26-14_06_00-LiveSession-upGrad.png",439,"- image: 2023-03-26-14_06_00-LiveSession-upGrad.png"
"2023-03-26 16_40_31-LiveSession - upGrad - Copy.png","2023-03-26-16_40_31-LiveSession-upGrad.png","2023-03-26-16","- image: 2023-03-26-16_40_31-LiveSession-upGrad.png",440,"- image: 2023-03-26-16_40_31-LiveSession-upGrad.png"
"2023-03-26 19_07_26-LiveSession - upGrad - Copy.png","2023-03-26-19_07_26-LiveSession-upGrad.png","2023-03-26-19","- image: 2023-03-26-19_07_26-LiveSession-upGrad.png",441,"- image: 2023-03-26-19_07_26-LiveSession-upGrad.png"
"2023-04-01 12_36_05-LiveSession - upGrad - Copy.png","2023-04-01-12_36_05-LiveSession-upGrad.png","2023-04-01-12","- image: 2023-04-01-12_36_05-LiveSession-upGrad.png",442,"- image: 2023-04-01-12_36_05-LiveSession-upGrad.png"
"2023-04-01 13_40_17-LiveSession - upGrad - Copy.png","2023-04-01-13_40_17-LiveSession-upGrad.png","2023-04-01-13","- image: 2023-04-01-13_40_17-LiveSession-upGrad.png",443,"- image: 2023-04-01-13_40_17-LiveSession-upGrad.png"
"2023-04-01 14_08_25-LiveSession - upGrad - Copy.png","2023-04-01-14_08_25-LiveSession-upGrad.png","2023-04-01-14","- image: 2023-04-01-14_08_25-LiveSession-upGrad.png",444,"- image: 2023-04-01-14_08_25-LiveSession-upGrad.png"
"2023-04-01 16_40_16-LiveSession - upGrad - Copy.png","2023-04-01-16_40_16-LiveSession-upGrad.png","2023-04-01-16","- image: 2023-04-01-16_40_16-LiveSession-upGrad.png",445,"- image: 2023-04-01-16_40_16-LiveSession-upGrad.png"
"2023-04-01 17_38_25-LiveSession - upGrad - Copy.png","2023-04-01-17_38_25-LiveSession-upGrad.png","2023-04-01-17","- image: 2023-04-01-17_38_25-LiveSession-upGrad.png",446,"- image: 2023-04-01-17_38_25-LiveSession-upGrad.png"
"2023-04-02 10_53_45-LiveSession - upGrad - Copy.png","2023-04-02-10_53_45-LiveSession-upGrad.png","2023-04-02-10","- image: 2023-04-02-10_53_45-LiveSession-upGrad.png",447,"- image: 2023-04-02-10_53_45-LiveSession-upGrad.png"
"2023-04-02 11_42_42-LiveSession - upGrad - Copy.png","2023-04-02-11_42_42-LiveSession-upGrad.png","2023-04-02-11","- image: 2023-04-02-11_42_42-LiveSession-upGrad.png",448,"- image: 2023-04-02-11_42_42-LiveSession-upGrad.png"
"2023-04-02 14_11_01-LiveSession - upGrad - Copy.png","2023-04-02-14_11_01-LiveSession-upGrad.png","2023-04-02-14","- image: 2023-04-02-14_11_01-LiveSession-upGrad.png",449,"- image: 2023-04-02-14_11_01-LiveSession-upGrad.png"
"2023-04-02 16_37_46-LiveSession - upGrad - Copy.png","2023-04-02-16_37_46-LiveSession-upGrad.png","2023-04-02-16","- image: 2023-04-02-16_37_46-LiveSession-upGrad.png",450,"- images: - image: 2023-04-02-16_37_46-LiveSession-upGrad.png"
"2023-04-08 16_42_31-LiveSession - upGrad - Copy.png","2023-04-08-16_42_31-LiveSession-upGrad.png","2023-04-08-16","- image: 2023-04-08-16_42_31-LiveSession-upGrad.png",451,"- image: 2023-04-08-16_42_31-LiveSession-upGrad.png"
"2023-04-09 11_27_38-LiveSession - upGrad - Copy.png","2023-04-09-11_27_38-LiveSession-upGrad.png","2023-04-09-11","- image: 2023-04-09-11_27_38-LiveSession-upGrad.png",452,"- image: 2023-04-09-11_27_38-LiveSession-upGrad.png"
"2023-04-09 19_14_34-LiveSession - upGrad - Copy.png","2023-04-09-19_14_34-LiveSession-upGrad.png","2023-04-09-19","- image: 2023-04-09-19_14_34-LiveSession-upGrad.png",453,"- image: 2023-04-09-19_14_34-LiveSession-upGrad.png"
"2023-04-15 12_38_11-LiveSession - upGrad - Copy.png","2023-04-15-12_38_11-LiveSession-upGrad.png","2023-04-15-12","- image: 2023-04-15-12_38_11-LiveSession-upGrad.png",454,"- image: 2023-04-15-12_38_11-LiveSession-upGrad.png"
"2023-04-15 16_38_39-LiveSession - upGrad - Copy.png","2023-04-15-16_38_39-LiveSession-upGrad.png","2023-04-15-16","- image: 2023-04-15-16_38_39-LiveSession-upGrad.png",455,"- image: 2023-04-15-16_38_39-LiveSession-upGrad.png"
"2023-04-15 19_04_58-LiveSession - upGrad - Copy.png","2023-04-15-19_04_58-LiveSession-upGrad.png","2023-04-15-19","- image: 2023-04-15-19_04_58-LiveSession-upGrad.png",456,"- image: 2023-04-15-19_04_58-LiveSession-upGrad.png"
"2023-04-16 11_47_42-LiveSession - upGrad - Copy.png","2023-04-16-11_47_42-LiveSession-upGrad.png","2023-04-16-11","- image: 2023-04-16-11_47_42-LiveSession-upGrad.png",457,"- image: 2023-04-16-11_47_42-LiveSession-upGrad.png"
"2023-04-16 14_17_03-LiveSession - upGrad - Copy.png","2023-04-16-14_17_03-LiveSession-upGrad.png","2023-04-16-14","- image: 2023-04-16-14_17_03-LiveSession-upGrad.png",458,"- image: 2023-04-16-14_17_03-LiveSession-upGrad.png"
"2023-04-16 16_32_10-LiveSession - upGrad - Copy.png","2023-04-16-16_32_10-LiveSession-upGrad.png","2023-04-16-16","- image: 2023-04-16-16_32_10-LiveSession-upGrad.png",459,"- image: 2023-04-16-16_32_10-LiveSession-upGrad.png"
"2023-04-22 14_43_40-LiveSession - upGrad - Copy.png","2023-04-22-14_43_40-LiveSession-upGrad.png","2023-04-22-14","- image: 2023-04-22-14_43_40-LiveSession-upGrad.png",460,"- image: 2023-04-22-14_43_40-LiveSession-upGrad.png"
"2023-04-22 16_40_59-LiveSession - upGrad - Copy.png","2023-04-22-16_40_59-LiveSession-upGrad.png","2023-04-22-16","- image: 2023-04-22-16_40_59-LiveSession-upGrad.png",461,"- image: 2023-04-22-16_40_59-LiveSession-upGrad.png"
"2023-04-22 19_49_30-LiveSession - upGrad - Copy.png","2023-04-22-19_49_30-LiveSession-upGrad.png","2023-04-22-19","- image: 2023-04-22-19_49_30-LiveSession-upGrad.png",462,"- image: 2023-04-22-19_49_30-LiveSession-upGrad.png"
"2023-04-22 19_50_13-LiveSession - upGrad - Copy.png","2023-04-22-19_50_13-LiveSession-upGrad.png","2023-04-22-19","- image: 2023-04-22-19_50_13-LiveSession-upGrad.png",463,"- image: 2023-04-22-19_50_13-LiveSession-upGrad.png"
"2023-04-23 16_38_36-Meet - qvu-gjwx-nyy - Copy.png","2023-04-23-16_38_36-Meet-qvu-gjwx-nyy.png","2023-04-23-16","- image: 2023-04-23-16_38_36-Meet-qvu-gjwx-nyy.png",464,"- image: 2023-04-23-16_38_36-Meet-qvu-gjwx-nyy.png"
"2023-04-23 19_21_38-LiveSession - upGrad - Copy.png","2023-04-23-19_21_38-LiveSession-upGrad.png","2023-04-23-19","- image: 2023-04-23-19_21_38-LiveSession-upGrad.png",465,"- images: - image: 2023-04-23-19_21_38-LiveSession-upGrad.png"
"2023-04-29 14_09_40-LiveSession - upGrad - Copy.png","2023-04-29-14_09_40-LiveSession-upGrad.png","2023-04-29-14","- image: 2023-04-29-14_09_40-LiveSession-upGrad.png",466,"- image: 2023-04-29-14_09_40-LiveSession-upGrad.png"
"2023-05-06 16_42_00-LiveSession - upGrad - Copy.png","2023-05-06-16_42_00-LiveSession-upGrad.png","2023-05-06-16","- image: 2023-05-06-16_42_00-LiveSession-upGrad.png",467,"- image: 2023-05-06-16_42_00-LiveSession-upGrad.png"
"2023-05-07 11_41_21-OpenBoard - Copy.png","2023-05-07-11_41_21-OpenBoard.png","2023-05-07-11","- image: 2023-05-07-11_41_21-OpenBoard.png",468,"- image: 2023-05-07-11_41_21-OpenBoard.png"
"2023-05-07 11_41_28-OpenBoard - Copy.png","2023-05-07-11_41_28-OpenBoard.png","2023-05-07-11","- image: 2023-05-07-11_41_28-OpenBoard.png",469,"- image: 2023-05-07-11_41_28-OpenBoard.png"
"2023-05-07 11_41_51-OpenBoard - Copy.png","2023-05-07-11_41_51-OpenBoard.png","2023-05-07-11","- image: 2023-05-07-11_41_51-OpenBoard.png",470,"- image: 2023-05-07-11_41_51-OpenBoard.png"
"2023-05-07 16_31_25-LiveSession - upGrad.png","2023-05-07-16_31_25-LiveSession-upGrad.png","2023-05-07-16","- image: 2023-05-07-16_31_25-LiveSession-upGrad.png",471,"- image: 2023-05-07-16_31_25-LiveSession-upGrad.png"
"2023-05-07 19_08_18-LiveSession - upGrad - Copy.png","2023-05-07-19_08_18-LiveSession-upGrad.png","2023-05-07-19","- image: 2023-05-07-19_08_18-LiveSession-upGrad.png",472,"- image: 2023-05-07-19_08_18-LiveSession-upGrad.png"
"2023-05-13 13_48_37-LiveSession - upGrad - Copy.png","2023-05-13-13_48_37-LiveSession-upGrad.png","2023-05-13-13","- image: 2023-05-13-13_48_37-LiveSession-upGrad.png",473,"- image: 2023-05-13-13_48_37-LiveSession-upGrad.png"
"2023-05-13 13_48_53-LiveSession - upGrad - Copy.png","2023-05-13-13_48_53-LiveSession-upGrad.png","2023-05-13-13","- image: 2023-05-13-13_48_53-LiveSession-upGrad.png",474,"- image: 2023-05-13-13_48_53-LiveSession-upGrad.png"
"2023-05-13 16_44_44-LiveSession - upGrad - Copy.png","2023-05-13-16_44_44-LiveSession-upGrad.png","2023-05-13-16","- image: 2023-05-13-16_44_44-LiveSession-upGrad.png",475,"- image: 2023-05-13-16_44_44-LiveSession-upGrad.png"
"2023-05-14 12_49_28-LiveSession - upGrad - Copy.png","2023-05-14-12_49_28-LiveSession-upGrad.png","2023-05-14-12","- image: 2023-05-14-12_49_28-LiveSession-upGrad.png",476,"- image: 2023-05-14-12_49_28-LiveSession-upGrad.png"
"2023-05-21 14_10_55-LiveSession - upGrad - Copy.png","2023-05-21-14_10_55-LiveSession-upGrad.png","2023-05-21-14","- image: 2023-05-21-14_10_55-LiveSession-upGrad.png",477,"- image: 2023-05-21-14_10_55-LiveSession-upGrad.png"
"2023-05-21 16_19_05-LiveSession - upGrad - Copy.png","2023-05-21-16_19_05-LiveSession-upGrad.png","2023-05-21-16","- image: 2023-05-21-16_19_05-LiveSession-upGrad.png",478,"- image: 2023-05-21-16_19_05-LiveSession-upGrad.png"
"2023-05-21 18_58_19-LiveSession - upGrad - Copy.png","2023-05-21-18_58_19-LiveSession-upGrad.png","2023-05-21-18","- image: 2023-05-21-18_58_19-LiveSession-upGrad.png",479,"- image: 2023-05-21-18_58_19-LiveSession-upGrad.png"
"2023-06-03 16_32_56-LiveSession - upGrad - Copy.png","2023-06-03-16_32_56-LiveSession-upGrad.png","2023-06-03-16","- image: 2023-06-03-16_32_56-LiveSession-upGrad.png",480,"- images: - image: 2023-06-03-16_32_56-LiveSession-upGrad.png"
"2023-06-04 16_07_16-LiveSession - upGrad - Copy.png","2023-06-04-16_07_16-LiveSession-upGrad.png","2023-06-04-16","- image: 2023-06-04-16_07_16-LiveSession-upGrad.png",481,"- image: 2023-06-04-16_07_16-LiveSession-upGrad.png"
"2023-06-10 14_00_14-LiveSession - upGrad - Copy.png","2023-06-10-14_00_14-LiveSession-upGrad.png","2023-06-10-14","- image: 2023-06-10-14_00_14-LiveSession-upGrad.png",482,"- image: 2023-06-10-14_00_14-LiveSession-upGrad.png"
"2023-06-10 16_24_24-LiveSession - upGrad - Copy.png","2023-06-10-16_24_24-LiveSession-upGrad.png","2023-06-10-16","- image: 2023-06-10-16_24_24-LiveSession-upGrad.png",483,"- image: 2023-06-10-16_24_24-LiveSession-upGrad.png"
"2023-06-17 12_26_30-LiveSession - upGrad - Copy.png","2023-06-17-12_26_30-LiveSession-upGrad.png","2023-06-17-12","- image: 2023-06-17-12_26_30-LiveSession-upGrad.png",484,"- image: 2023-06-17-12_26_30-LiveSession-upGrad.png"
"2023-06-17 16_27_57-LiveSession - upGrad - Copy.png","2023-06-17-16_27_57-LiveSession-upGrad.png","2023-06-17-16","- image: 2023-06-17-16_27_57-LiveSession-upGrad.png",485,"- image: 2023-06-17-16_27_57-LiveSession-upGrad.png"
"2023-06-24 14_11_18-LiveSession - upGrad - Copy.png","2023-06-24-14_11_18-LiveSession-upGrad.png","2023-06-24-14","- image: 2023-06-24-14_11_18-LiveSession-upGrad.png",486,"- image: 2023-06-24-14_11_18-LiveSession-upGrad.png"
