"Old_Name","New_Name","Date_Time",,,
"2022-07-09 14_07_43-.jpg","2022-07-09-14_07_43-.jpg","2022-07-09-14","- image: 2022-07-09-14_07_43-.jpg",208,"- image: 2022-07-09-14_07_43-.jpg"
"2022-07-09 14_11_08-LiveSession - upGrad.jpg","2022-07-09-14_11_08-LiveSession-upGrad.jpg","2022-07-09-14","- image: 2022-07-09-14_11_08-LiveSession-upGrad.jpg",209,"- image: 2022-07-09-14_11_08-LiveSession-upGrad.jpg"
"2022-07-09 16_33_17-LiveSession - upGrad.jpg","2022-07-09-16_33_17-LiveSession-upGrad.jpg","2022-07-09-16","- image: 2022-07-09-16_33_17-LiveSession-upGrad.jpg",210,"- images: - image: 2022-07-09-16_33_17-LiveSession-upGrad.jpg"
"2022-07-09 16_33_52-LiveSession - upGrad.jpg","2022-07-09-16_33_52-LiveSession-upGrad.jpg","2022-07-09-16","- image: 2022-07-09-16_33_52-LiveSession-upGrad.jpg",211,"- image: 2022-07-09-16_33_52-LiveSession-upGrad.jpg"
"2022-07-10 16_37_29-LiveSession - upGrad.jpg","2022-07-10-16_37_29-LiveSession-upGrad.jpg","2022-07-10-16","- image: 2022-07-10-16_37_29-LiveSession-upGrad.jpg",212,"- image: 2022-07-10-16_37_29-LiveSession-upGrad.jpg"
"2022-07-16 16_35_00-LiveSession - upGrad.jpg","2022-07-16-16_35_00-LiveSession-upGrad.jpg","2022-07-16-16","- image: 2022-07-16-16_35_00-LiveSession-upGrad.jpg",213,"- image: 2022-07-16-16_35_00-LiveSession-upGrad.jpg"
"2022-07-17 11_39_49-LiveSession - upGrad.jpg","2022-07-17-11_39_49-LiveSession-upGrad.jpg","2022-07-17-11","- image: 2022-07-17-11_39_49-LiveSession-upGrad.jpg",214,"- image: 2022-07-17-11_39_49-LiveSession-upGrad.jpg"
"2022-07-17 14_03_38-Meet - hxm-vjyu-uhe.jpg","2022-07-17-14_03_38-Meet-hxm-vjyu-uhe.jpg","2022-07-17-14","- image: 2022-07-17-14_03_38-Meet-hxm-vjyu-uhe.jpg",215,"- image: 2022-07-17-14_03_38-Meet-hxm-vjyu-uhe.jpg"
"2022-07-17 14_03_45-Meet - hxm-vjyu-uhe.jpg","2022-07-17-14_03_45-Meet-hxm-vjyu-uhe.jpg","2022-07-17-14","- image: 2022-07-17-14_03_45-Meet-hxm-vjyu-uhe.jpg",216,"- image: 2022-07-17-14_03_45-Meet-hxm-vjyu-uhe.jpg"
"2022-07-17 16_33_18-LiveSession - upGrad.jpg","2022-07-17-16_33_18-LiveSession-upGrad.jpg","2022-07-17-16","- image: 2022-07-17-16_33_18-LiveSession-upGrad.jpg",217,"- image: 2022-07-17-16_33_18-LiveSession-upGrad.jpg"
"2022-07-23 11_45_00-LiveSession - upGrad.png","2022-07-23-11_45_00-LiveSession-upGrad.png","2022-07-23-11","- image: 2022-07-23-11_45_00-LiveSession-upGrad.png",218,"- image: 2022-07-23-11_45_00-LiveSession-upGrad.png"
"2022-07-23 14_21_16-LiveSession - upGrad.png","2022-07-23-14_21_16-LiveSession-upGrad.png","2022-07-23-14","- image: 2022-07-23-14_21_16-LiveSession-upGrad.png",219,"- image: 2022-07-23-14_21_16-LiveSession-upGrad.png"
"2022-07-23 14_23_42-LiveSession - upGrad.png","2022-07-23-14_23_42-LiveSession-upGrad.png","2022-07-23-14","- image: 2022-07-23-14_23_42-LiveSession-upGrad.png",220,"- image: 2022-07-23-14_23_42-LiveSession-upGrad.png"
"2022-07-31 11_37_21-LiveSession - upGrad.png","2022-07-31-11_37_21-LiveSession-upGrad.png","2022-07-31-11","- image: 2022-07-31-11_37_21-LiveSession-upGrad.png",221,"- image: 2022-07-31-11_37_21-LiveSession-upGrad.png"
"2022-07-31 14_08_38-LiveSession - upGrad.png","2022-07-31-14_08_38-LiveSession-upGrad.png","2022-07-31-14","- image: 2022-07-31-14_08_38-LiveSession-upGrad.png",222,"- image: 2022-07-31-14_08_38-LiveSession-upGrad.png"
"2022-08-06 11_42_18-LiveSession - upGrad.png","2022-08-06-11_42_18-LiveSession-upGrad.png","2022-08-06-11","- image: 2022-08-06-11_42_18-LiveSession-upGrad.png",223,"- image: 2022-08-06-11_42_18-LiveSession-upGrad.png"
"2022-08-06 14_07_44-LiveSession - upGrad.png","2022-08-06-14_07_44-LiveSession-upGrad.png","2022-08-06-14","- image: 2022-08-06-14_07_44-LiveSession-upGrad.png",224,"- image: 2022-08-06-14_07_44-LiveSession-upGrad.png"
"2022-08-06 14_08_15-LiveSession - upGrad.png","2022-08-06-14_08_15-LiveSession-upGrad.png","2022-08-06-14","- image: 2022-08-06-14_08_15-LiveSession-upGrad.png",225,"- images: - image: 2022-08-06-14_08_15-LiveSession-upGrad.png"
"2022-08-06 14_08_31-LiveSession - upGrad.png","2022-08-06-14_08_31-LiveSession-upGrad.png","2022-08-06-14","- image: 2022-08-06-14_08_31-LiveSession-upGrad.png",226,"- image: 2022-08-06-14_08_31-LiveSession-upGrad.png"
"2022-08-06 19_45_07-LiveSession - upGrad.png","2022-08-06-19_45_07-LiveSession-upGrad.png","2022-08-06-19","- image: 2022-08-06-19_45_07-LiveSession-upGrad.png",227,"- image: 2022-08-06-19_45_07-LiveSession-upGrad.png"
"2022-08-07 10_36_50-LiveSession - upGrad.png","2022-08-07-10_36_50-LiveSession-upGrad.png","2022-08-07-10","- image: 2022-08-07-10_36_50-LiveSession-upGrad.png",228,"- image: 2022-08-07-10_36_50-LiveSession-upGrad.png"
"2022-08-07 10_36_56-LiveSession - upGrad.png","2022-08-07-10_36_56-LiveSession-upGrad.png","2022-08-07-10","- image: 2022-08-07-10_36_56-LiveSession-upGrad.png",229,"- image: 2022-08-07-10_36_56-LiveSession-upGrad.png"
"2022-08-13 11_39_37-LiveSession - upGrad.png","2022-08-13-11_39_37-LiveSession-upGrad.png","2022-08-13-11","- image: 2022-08-13-11_39_37-LiveSession-upGrad.png",230,"- image: 2022-08-13-11_39_37-LiveSession-upGrad.png"
"2022-08-13 16_31_35-LiveSession - upGrad.png","2022-08-13-16_31_35-LiveSession-upGrad.png","2022-08-13-16","- image: 2022-08-13-16_31_35-LiveSession-upGrad.png",231,"- image: 2022-08-13-16_31_35-LiveSession-upGrad.png"
"2022-08-13 19_05_23-LiveSession - upGrad.png","2022-08-13-19_05_23-LiveSession-upGrad.png","2022-08-13-19","- image: 2022-08-13-19_05_23-LiveSession-upGrad.png",232,"- image: 2022-08-13-19_05_23-LiveSession-upGrad.png"
"2022-08-14 11_43_10-LiveSession - upGrad.png","2022-08-14-11_43_10-LiveSession-upGrad.png","2022-08-14-11","- image: 2022-08-14-11_43_10-LiveSession-upGrad.png",233,"- image: 2022-08-14-11_43_10-LiveSession-upGrad.png"
"2022-08-14 14_13_46-LiveSession - upGrad.png","2022-08-14-14_13_46-LiveSession-upGrad.png","2022-08-14-14","- image: 2022-08-14-14_13_46-LiveSession-upGrad.png",234,"- image: 2022-08-14-14_13_46-LiveSession-upGrad.png"
"2022-08-14 14_13_52-LiveSession - upGrad.png","2022-08-14-14_13_52-LiveSession-upGrad.png","2022-08-14-14","- image: 2022-08-14-14_13_52-LiveSession-upGrad.png",235,"- image: 2022-08-14-14_13_52-LiveSession-upGrad.png"
"2022-08-28 11_38_36-LiveSession - upGrad.png","2022-08-28-11_38_36-LiveSession-upGrad.png","2022-08-28-11","- image: 2022-08-28-11_38_36-LiveSession-upGrad.png",236,"- image: 2022-08-28-11_38_36-LiveSession-upGrad.png"
"2022-08-28 14_10_31-LiveSession - upGrad.png","2022-08-28-14_10_31-LiveSession-upGrad.png","2022-08-28-14","- image: 2022-08-28-14_10_31-LiveSession-upGrad.png",237,"- image: 2022-08-28-14_10_31-LiveSession-upGrad.png"
"2022-08-28 16_36_58.png","2022-08-28-16_36_58.png","2022-08-28-16","- image: 2022-08-28-16_36_58.png",238,"- image: 2022-08-28-16_36_58.png"
"2022-09-03 11_39_34-LiveSession - upGrad.png","2022-09-03-11_39_34-LiveSession-upGrad.png","2022-09-03-11","- image: 2022-09-03-11_39_34-LiveSession-upGrad.png",239,"- image: 2022-09-03-11_39_34-LiveSession-upGrad.png"
"2022-09-03 11_39_52-LiveSession - upGrad.png","2022-09-03-11_39_52-LiveSession-upGrad.png","2022-09-03-11","- image: 2022-09-03-11_39_52-LiveSession-upGrad.png",240,"- images: - image: 2022-09-03-11_39_52-LiveSession-upGrad.png"
"2022-09-04 11_48_49-Meet - nmn-xnbb-bfk.png","2022-09-04-11_48_49-Meet-nmn-xnbb-bfk.png","2022-09-04-11","- image: 2022-09-04-11_48_49-Meet-nmn-xnbb-bfk.png",241,"- image: 2022-09-04-11_48_49-Meet-nmn-xnbb-bfk.png"
"2022-09-04 11_52_01.png","2022-09-04-11_52_01.png","2022-09-04-11","- image: 2022-09-04-11_52_01.png",242,"- image: 2022-09-04-11_52_01.png"
"2022-09-04 14_23_21-LiveSession - upGrad.png","2022-09-04-14_23_21-LiveSession-upGrad.png","2022-09-04-14","- image: 2022-09-04-14_23_21-LiveSession-upGrad.png",243,"- image: 2022-09-04-14_23_21-LiveSession-upGrad.png"
"2022-09-04 14_24_46-LiveSession - upGrad.png","2022-09-04-14_24_46-LiveSession-upGrad.png","2022-09-04-14","- image: 2022-09-04-14_24_46-LiveSession-upGrad.png",244,"- image: 2022-09-04-14_24_46-LiveSession-upGrad.png"
"2022-09-10 16_46_23-LiveSession - upGrad.png","2022-09-10-16_46_23-LiveSession-upGrad.png","2022-09-10-16","- image: 2022-09-10-16_46_23-LiveSession-upGrad.png",245,"- image: 2022-09-10-16_46_23-LiveSession-upGrad.png"
"2022-09-17 11_32_14-OpenBoard.png","2022-09-17-11_32_14-OpenBoard.png","2022-09-17-11","- image: 2022-09-17-11_32_14-OpenBoard.png",246,"- image: 2022-09-17-11_32_14-OpenBoard.png"
"2022-09-17 16_32_22-LiveSession - upGrad.png","2022-09-17-16_32_22-LiveSession-upGrad.png","2022-09-17-16","- image: 2022-09-17-16_32_22-LiveSession-upGrad.png",247,"- image: 2022-09-17-16_32_22-LiveSession-upGrad.png"
"2022-09-17 19_01_40-OpenBoard.png","2022-09-17-19_01_40-OpenBoard.png","2022-09-17-19","- image: 2022-09-17-19_01_40-OpenBoard.png",248,"- image: 2022-09-17-19_01_40-OpenBoard.png"
"2022-09-17 19_03_24-OpenBoard.png","2022-09-17-19_03_24-OpenBoard.png","2022-09-17-19","- image: 2022-09-17-19_03_24-OpenBoard.png",249,"- image: 2022-09-17-19_03_24-OpenBoard.png"
"2022-09-18 11_34_27-OpenBoard.png","2022-09-18-11_34_27-OpenBoard.png","2022-09-18-11","- image: 2022-09-18-11_34_27-OpenBoard.png",250,"- image: 2022-09-18-11_34_27-OpenBoard.png"
"2022-09-18 14_09_59-OpenBoard.png","2022-09-18-14_09_59-OpenBoard.png","2022-09-18-14","- image: 2022-09-18-14_09_59-OpenBoard.png",251,"- image: 2022-09-18-14_09_59-OpenBoard.png"
"2022-09-18 14_10_05-OpenBoard.png","2022-09-18-14_10_05-OpenBoard.png","2022-09-18-14","- image: 2022-09-18-14_10_05-OpenBoard.png",252,"- image: 2022-09-18-14_10_05-OpenBoard.png"
"2022-09-18 16_36_20-LiveSession - upGrad.png","2022-09-18-16_36_20-LiveSession-upGrad.png","2022-09-18-16","- image: 2022-09-18-16_36_20-LiveSession-upGrad.png",253,"- image: 2022-09-18-16_36_20-LiveSession-upGrad.png"
"2022-09-18 16_36_29-LiveSession - upGrad.png","2022-09-18-16_36_29-LiveSession-upGrad.png","2022-09-18-16","- image: 2022-09-18-16_36_29-LiveSession-upGrad.png",254,"- image: 2022-09-18-16_36_29-LiveSession-upGrad.png"
"2022-09-24 14_10_32-LiveSession - upGrad.png","2022-09-24-14_10_32-LiveSession-upGrad.png","2022-09-24-14","- image: 2022-09-24-14_10_32-LiveSession-upGrad.png",255,"- images: - image: 2022-09-24-14_10_32-LiveSession-upGrad.png"
"2022-09-24 14_10_51-LiveSession - upGrad.png","2022-09-24-14_10_51-LiveSession-upGrad.png","2022-09-24-14","- image: 2022-09-24-14_10_51-LiveSession-upGrad.png",256,"- image: 2022-09-24-14_10_51-LiveSession-upGrad.png"
"2022-09-24 16_41_35-OpenBoard.png","2022-09-24-16_41_35-OpenBoard.png","2022-09-24-16","- image: 2022-09-24-16_41_35-OpenBoard.png",257,"- image: 2022-09-24-16_41_35-OpenBoard.png"
"2022-09-25 11_34_54-LiveSession - upGrad.png","2022-09-25-11_34_54-LiveSession-upGrad.png","2022-09-25-11","- image: 2022-09-25-11_34_54-LiveSession-upGrad.png",258,"- image: 2022-09-25-11_34_54-LiveSession-upGrad.png"
"2022-09-25 13_55_49-OpenBoard.png","2022-09-25-13_55_49-OpenBoard.png","2022-09-25-13","- image: 2022-09-25-13_55_49-OpenBoard.png",259,"- image: 2022-09-25-13_55_49-OpenBoard.png"
"2022-09-25 15_40_40-LiveSession - upGrad.png","2022-09-25-15_40_40-LiveSession-upGrad.png","2022-09-25-15","- image: 2022-09-25-15_40_40-LiveSession-upGrad.png",260,"- image: 2022-09-25-15_40_40-LiveSession-upGrad.png"
"2022-09-25 16_39_44-LiveSession - upGrad.png","2022-09-25-16_39_44-LiveSession-upGrad.png","2022-09-25-16","- image: 2022-09-25-16_39_44-LiveSession-upGrad.png",261,"- image: 2022-09-25-16_39_44-LiveSession-upGrad.png"
"2022-10-01 11_35_40-LiveSession - upGrad.png","2022-10-01-11_35_40-LiveSession-upGrad.png","2022-10-01-11","- image: 2022-10-01-11_35_40-LiveSession-upGrad.png",262,"- image: 2022-10-01-11_35_40-LiveSession-upGrad.png"
"2022-10-02 11_45_47-LiveSession - upGrad.png","2022-10-02-11_45_47-LiveSession-upGrad.png","2022-10-02-11","- image: 2022-10-02-11_45_47-LiveSession-upGrad.png",263,"- image: 2022-10-02-11_45_47-LiveSession-upGrad.png"
"2022-10-02 14_07_21-Groove Music.png","2022-10-02-14_07_21-Groove-Music.png","2022-10-02-14","- image: 2022-10-02-14_07_21-Groove-Music.png",264,"- image: 2022-10-02-14_07_21-Groove-Music.png"
"2022-10-08 11_38_08-OpenBoard.png","2022-10-08-11_38_08-OpenBoard.png","2022-10-08-11","- image: 2022-10-08-11_38_08-OpenBoard.png",265,"- image: 2022-10-08-11_38_08-OpenBoard.png"
"2022-10-08 14_26_29-LiveSession - upGrad.png","2022-10-08-14_26_29-LiveSession-upGrad.png","2022-10-08-14","- image: 2022-10-08-14_26_29-LiveSession-upGrad.png",266,"- image: 2022-10-08-14_26_29-LiveSession-upGrad.png"
"2022-10-08 14_26_48-LiveSession - upGrad.png","2022-10-08-14_26_48-LiveSession-upGrad.png","2022-10-08-14","- image: 2022-10-08-14_26_48-LiveSession-upGrad.png",267,"- image: 2022-10-08-14_26_48-LiveSession-upGrad.png"
"2022-10-08 16_43_53-LiveSession - upGrad.png","2022-10-08-16_43_53-LiveSession-upGrad.png","2022-10-08-16","- image: 2022-10-08-16_43_53-LiveSession-upGrad.png",268,"- image: 2022-10-08-16_43_53-LiveSession-upGrad.png"
"2022-10-08 16_44_02-LiveSession - upGrad.png","2022-10-08-16_44_02-LiveSession-upGrad.png","2022-10-08-16","- image: 2022-10-08-16_44_02-LiveSession-upGrad.png",269,"- image: 2022-10-08-16_44_02-LiveSession-upGrad.png"
"2022-10-15 11_41_11-LiveSession - upGrad.png","2022-10-15-11_41_11-LiveSession-upGrad.png","2022-10-15-11","- image: 2022-10-15-11_41_11-LiveSession-upGrad.png",270,"- images: - image: 2022-10-15-11_41_11-LiveSession-upGrad.png"
"2022-10-15 13_23_05-LiveSession - upGrad.png","2022-10-15-13_23_05-LiveSession-upGrad.png","2022-10-15-13","- image: 2022-10-15-13_23_05-LiveSession-upGrad.png",271,"- image: 2022-10-15-13_23_05-LiveSession-upGrad.png"
"2022-10-15 13_23_18-LiveSession - upGrad.png","2022-10-15-13_23_18-LiveSession-upGrad.png","2022-10-15-13","- image: 2022-10-15-13_23_18-LiveSession-upGrad.png",272,"- image: 2022-10-15-13_23_18-LiveSession-upGrad.png"
"2022-10-15 16_22_36-LiveSession - upGrad.png","2022-10-15-16_22_36-LiveSession-upGrad.png","2022-10-15-16","- image: 2022-10-15-16_22_36-LiveSession-upGrad.png",273,"- image: 2022-10-15-16_22_36-LiveSession-upGrad.png"
"2022-10-15 16_26_18-LiveSession - upGrad.png","2022-10-15-16_26_18-LiveSession-upGrad.png","2022-10-15-16","- image: 2022-10-15-16_26_18-LiveSession-upGrad.png",274,"- image: 2022-10-15-16_26_18-LiveSession-upGrad.png"
"2022-10-15 19_11_12-LiveSession - upGrad.png","2022-10-15-19_11_12-LiveSession-upGrad.png","2022-10-15-19","- image: 2022-10-15-19_11_12-LiveSession-upGrad.png",275,"- image: 2022-10-15-19_11_12-LiveSession-upGrad.png"
"2022-10-15 19_11_42-LiveSession - upGrad.png","2022-10-15-19_11_42-LiveSession-upGrad.png","2022-10-15-19","- image: 2022-10-15-19_11_42-LiveSession-upGrad.png",276,"- image: 2022-10-15-19_11_42-LiveSession-upGrad.png"
"2022-10-16 11_32_16-OpenBoard.png","2022-10-16-11_32_16-OpenBoard.png","2022-10-16-11","- image: 2022-10-16-11_32_16-OpenBoard.png",277,"- image: 2022-10-16-11_32_16-OpenBoard.png"
"2022-10-16 11_32_26-OpenBoard.png","2022-10-16-11_32_26-OpenBoard.png","2022-10-16-11","- image: 2022-10-16-11_32_26-OpenBoard.png",278,"- image: 2022-10-16-11_32_26-OpenBoard.png"
"2022-10-16 16_40_25-LiveSession - upGrad.png","2022-10-16-16_40_25-LiveSession-upGrad.png","2022-10-16-16","- image: 2022-10-16-16_40_25-LiveSession-upGrad.png",279,"- image: 2022-10-16-16_40_25-LiveSession-upGrad.png"
"2022-10-16 16_42_54-LiveSession - upGrad.png","2022-10-16-16_42_54-LiveSession-upGrad.png","2022-10-16-16","- image: 2022-10-16-16_42_54-LiveSession-upGrad.png",280,"- image: 2022-10-16-16_42_54-LiveSession-upGrad.png"
"2022-10-16 19_07_53-LiveSession - upGrad.png","2022-10-16-19_07_53-LiveSession-upGrad.png","2022-10-16-19","- image: 2022-10-16-19_07_53-LiveSession-upGrad.png",281,"- image: 2022-10-16-19_07_53-LiveSession-upGrad.png"
"2022-10-16 19_08_03-LiveSession - upGrad.png","2022-10-16-19_08_03-LiveSession-upGrad.png","2022-10-16-19","- image: 2022-10-16-19_08_03-LiveSession-upGrad.png",282,"- image: 2022-10-16-19_08_03-LiveSession-upGrad.png"
"2022-10-17 13_52_53-Zoom Meeting.png","2022-10-17-13_52_53-Zoom-Meeting.png","2022-10-17-13","- image: 2022-10-17-13_52_53-Zoom-Meeting.png",283,"- image: 2022-10-17-13_52_53-Zoom-Meeting.png"
"2022-10-18 11_48_45-Zoom Meeting.png","2022-10-18-11_48_45-Zoom-Meeting.png","2022-10-18-11","- image: 2022-10-18-11_48_45-Zoom-Meeting.png",284,"- image: 2022-10-18-11_48_45-Zoom-Meeting.png"
"2022-10-19 13_52_17-Zoom Meeting.png","2022-10-19-13_52_17-Zoom-Meeting.png","2022-10-19-13","- image: 2022-10-19-13_52_17-Zoom-Meeting.png",285,"- images: - image: 2022-10-19-13_52_17-Zoom-Meeting.png"
"2022-10-19 18_29_52-Zoom Meeting.png","2022-10-19-18_29_52-Zoom-Meeting.png","2022-10-19-18","- image: 2022-10-19-18_29_52-Zoom-Meeting.png",286,"- image: 2022-10-19-18_29_52-Zoom-Meeting.png"
"2022-10-20 13_53_01-Zoom Meeting.png","2022-10-20-13_53_01-Zoom-Meeting.png","2022-10-20-13","- image: 2022-10-20-13_53_01-Zoom-Meeting.png",287,"- image: 2022-10-20-13_53_01-Zoom-Meeting.png"
"2022-10-25 13_49_25-Zoom Meeting.png","2022-10-25-13_49_25-Zoom-Meeting.png","2022-10-25-13","- image: 2022-10-25-13_49_25-Zoom-Meeting.png",288,"- image: 2022-10-25-13_49_25-Zoom-Meeting.png"
"2022-10-26 12_03_35-Zoom Meeting.png","2022-10-26-12_03_35-Zoom-Meeting.png","2022-10-26-12","- image: 2022-10-26-12_03_35-Zoom-Meeting.png",289,"- image: 2022-10-26-12_03_35-Zoom-Meeting.png"
"2022-10-28 15_12_27-OpenBoard.png","2022-10-28-15_12_27-OpenBoard.png","2022-10-28-15","- image: 2022-10-28-15_12_27-OpenBoard.png",290,"- image: 2022-10-28-15_12_27-OpenBoard.png"
"2022-10-28 17_05_11-Zoom Meeting.png","2022-10-28-17_05_11-Zoom-Meeting.png","2022-10-28-17","- image: 2022-10-28-17_05_11-Zoom-Meeting.png",291,"- image: 2022-10-28-17_05_11-Zoom-Meeting.png"
"2022-10-29 14_26_12-OpenBoard.png","2022-10-29-14_26_12-OpenBoard.png","2022-10-29-14","- image: 2022-10-29-14_26_12-OpenBoard.png",292,"- image: 2022-10-29-14_26_12-OpenBoard.png"
"2022-10-29 16_32_37-Meet - rir-yhao-oww.png","2022-10-29-16_32_37-Meet-rir-yhao-oww.png","2022-10-29-16","- image: 2022-10-29-16_32_37-Meet-rir-yhao-oww.png",293,"- image: 2022-10-29-16_32_37-Meet-rir-yhao-oww.png"
"2022-10-29 19_05_08-Meet - kec-vwwv-hqp.png","2022-10-29-19_05_08-Meet-kec-vwwv-hqp.png","2022-10-29-19","- image: 2022-10-29-19_05_08-Meet-kec-vwwv-hqp.png",294,"- image: 2022-10-29-19_05_08-Meet-kec-vwwv-hqp.png"
"2022-10-30 14_10_14-LiveSession - upGrad.png","2022-10-30-14_10_14-LiveSession-upGrad.png","2022-10-30-14","- image: 2022-10-30-14_10_14-LiveSession-upGrad.png",295,"- image: 2022-10-30-14_10_14-LiveSession-upGrad.png"
"2022-10-30 16_43_46-LiveSession - upGrad.png","2022-10-30-16_43_46-LiveSession-upGrad.png","2022-10-30-16","- image: 2022-10-30-16_43_46-LiveSession-upGrad.png",296,"- image: 2022-10-30-16_43_46-LiveSession-upGrad.png"
"2022-10-31 13_45_30-Zoom Meeting.png","2022-10-31-13_45_30-Zoom-Meeting.png","2022-10-31-13","- image: 2022-10-31-13_45_30-Zoom-Meeting.png",297,"- image: 2022-10-31-13_45_30-Zoom-Meeting.png"
"2022-10-31 16_58_14-OpenBoard.png","2022-10-31-16_58_14-OpenBoard.png","2022-10-31-16","- image: 2022-10-31-16_58_14-OpenBoard.png",298,"- image: 2022-10-31-16_58_14-OpenBoard.png"
"2022-10-31 18_30_48-OpenBoard.png","2022-10-31-18_30_48-OpenBoard.png","2022-10-31-18","- image: 2022-10-31-18_30_48-OpenBoard.png",299,"- image: 2022-10-31-18_30_48-OpenBoard.png"
"2022-11-01 10_02_28-Zoom Meeting.png","2022-11-01-10_02_28-Zoom-Meeting.png","2022-11-01-10","- image: 2022-11-01-10_02_28-Zoom-Meeting.png",300,"- images: - image: 2022-11-01-10_02_28-Zoom-Meeting.png"
"2022-11-01 11_37_41-OpenBoard.png","2022-11-01-11_37_41-OpenBoard.png","2022-11-01-11","- image: 2022-11-01-11_37_41-OpenBoard.png",301,"- image: 2022-11-01-11_37_41-OpenBoard.png"
"2022-11-01 16_52_24-OpenBoard.png","2022-11-01-16_52_24-OpenBoard.png","2022-11-01-16","- image: 2022-11-01-16_52_24-OpenBoard.png",302,"- image: 2022-11-01-16_52_24-OpenBoard.png"
"2022-11-01 18_49_54-OpenBoard.png","2022-11-01-18_49_54-OpenBoard.png","2022-11-01-18","- image: 2022-11-01-18_49_54-OpenBoard.png",303,"- image: 2022-11-01-18_49_54-OpenBoard.png"
"2022-11-02 11_58_28-Zoom Meeting.png","2022-11-02-11_58_28-Zoom-Meeting.png","2022-11-02-11","- image: 2022-11-02-11_58_28-Zoom-Meeting.png",304,"- image: 2022-11-02-11_58_28-Zoom-Meeting.png"
"2022-11-05 11_27_12-LiveSession - upGrad.png","2022-11-05-11_27_12-LiveSession-upGrad.png","2022-11-05-11","- image: 2022-11-05-11_27_12-LiveSession-upGrad.png",305,"- image: 2022-11-05-11_27_12-LiveSession-upGrad.png"
"2022-11-05 16_38_32-OpenBoard.png","2022-11-05-16_38_32-OpenBoard.png","2022-11-05-16","- image: 2022-11-05-16_38_32-OpenBoard.png",306,"- image: 2022-11-05-16_38_32-OpenBoard.png"
"2022-11-05 17_50_51-LiveSession - upGrad.png","2022-11-05-17_50_51-LiveSession-upGrad.png","2022-11-05-17","- image: 2022-11-05-17_50_51-LiveSession-upGrad.png",307,"- image: 2022-11-05-17_50_51-LiveSession-upGrad.png"
"2022-11-05 19_09_30-LiveSession - upGrad.png","2022-11-05-19_09_30-LiveSession-upGrad.png","2022-11-05-19","- image: 2022-11-05-19_09_30-LiveSession-upGrad.png",308,"- image: 2022-11-05-19_09_30-LiveSession-upGrad.png"
"2022-11-06 11_31_56-OpenBoard.png","2022-11-06-11_31_56-OpenBoard.png","2022-11-06-11","- image: 2022-11-06-11_31_56-OpenBoard.png",309,"- image: 2022-11-06-11_31_56-OpenBoard.png"
"2022-11-06 11_32_12-OpenBoard.png","2022-11-06-11_32_12-OpenBoard.png","2022-11-06-11","- image: 2022-11-06-11_32_12-OpenBoard.png",310,"- image: 2022-11-06-11_32_12-OpenBoard.png"
"2022-11-06 13_58_32-OpenBoard.png","2022-11-06-13_58_32-OpenBoard.png","2022-11-06-13","- image: 2022-11-06-13_58_32-OpenBoard.png",311,"- image: 2022-11-06-13_58_32-OpenBoard.png"
"2022-11-06 16_42_09-OpenBoard.png","2022-11-06-16_42_09-OpenBoard.png","2022-11-06-16","- image: 2022-11-06-16_42_09-OpenBoard.png",312,"- image: 2022-11-06-16_42_09-OpenBoard.png"
"2022-11-06 17_30_47-LiveSession - upGrad - Copy.png","2022-11-06-17_30_47-LiveSession-upGrad.png","2022-11-06-17","- image: 2022-11-06-17_30_47-LiveSession-upGrad.png",313,"- image: 2022-11-06-17_30_47-LiveSession-upGrad.png"
"2022-11-06 18_52_00-LiveSession - upGrad - Copy.png","2022-11-06-18_52_00-LiveSession-upGrad.png","2022-11-06-18","- image: 2022-11-06-18_52_00-LiveSession-upGrad.png",314,"- image: 2022-11-06-18_52_00-LiveSession-upGrad.png"
"2022-11-06 19_00_21-LiveSession - upGrad - Copy.png","2022-11-06-19_00_21-LiveSession-upGrad.png","2022-11-06-19","- image: 2022-11-06-19_00_21-LiveSession-upGrad.png",315,"- images: - image: 2022-11-06-19_00_21-LiveSession-upGrad.png"
"2022-11-12 11_35_35-OpenBoard - Copy.png","2022-11-12-11_35_35-OpenBoard.png","2022-11-12-11","- image: 2022-11-12-11_35_35-OpenBoard.png",316,"- image: 2022-11-12-11_35_35-OpenBoard.png"
"2022-11-12 11_36_45-OpenBoard - Copy.png","2022-11-12-11_36_45-OpenBoard.png","2022-11-12-11","- image: 2022-11-12-11_36_45-OpenBoard.png",317,"- image: 2022-11-12-11_36_45-OpenBoard.png"
"2022-11-12 16_31_35-LiveSession - upGrad - Copy.png","2022-11-12-16_31_35-LiveSession-upGrad.png","2022-11-12-16","- image: 2022-11-12-16_31_35-LiveSession-upGrad.png",318,"- image: 2022-11-12-16_31_35-LiveSession-upGrad.png"
"2022-11-12 19_29_00-LiveSession - upGrad - Copy.png","2022-11-12-19_29_00-LiveSession-upGrad.png","2022-11-12-19","- image: 2022-11-12-19_29_00-LiveSession-upGrad.png",319,"- image: 2022-11-12-19_29_00-LiveSession-upGrad.png"
"2022-11-12 19_29_10-LiveSession - upGrad - Copy.png","2022-11-12-19_29_10-LiveSession-upGrad.png","2022-11-12-19","- image: 2022-11-12-19_29_10-LiveSession-upGrad.png",320,"- image: 2022-11-12-19_29_10-LiveSession-upGrad.png"
